,H
broad,1.314715138
broch,1.250573197
brock,1.204836836
brods,1.25449535
brogh,1.220859725
brogs,1.23886105
broil,1.330790927
broke,1.293551096
brome,1.320430148
bromo,1.124014737
bronc,1.277241353
brond,1.2751282
brood,1.160956891
brook,1.111660426
brool,1.203009183
broom,1.132495699
broos,1.179294177
brose,1.382149328
brosy,1.281783185
broth,1.292256333
brown,1.213289745
brows,1.204274106
brugh,1.179287281
bruin,1.27946895
bruit,1.31397707
brule,1.354166527
brume,1.285202559
brung,1.198429417
brunt,1.295747461
brush,1.242284345
brusk,1.195926888
brust,1.308061282
brute,1.359771662
bruts,1.274680635
buats,1.282110844
buaze,1.203509763
bubal,1.119769015
bubas,1.095496743
bubba,0.917070248
bubbe,0.979016295
bubby,0.862122525
bubus,0.907198879
buchu,0.980449684
bucko,1.11030068
bucks,1.096989959
bucku,0.946470785
budas,1.210728629
buddy,0.999732201
budge,1.203649943
budis,1.18621695
budos,1.188156897
buffa,0.998963818
buffe,1.060046717
buffi,0.964007733
buffo,0.983190545
buffs,0.970258202
buffy,0.943640353
bufos,1.143139937
bufty,1.113897246
buggy,0.97938713
bugle,1.260743369
buhls,1.177259112
buhrs,1.19481266
buiks,1.151965018
build,1.23128915
built,1.293173544
buist,1.2892857
bukes,1.192870287
bulbs,1.066371511
bulge,1.255926518
bulgy,1.141684644
bulks,1.141119339
bulky,1.109703907
bulla,1.134356767
bulls,1.107675841
bully,1.076279222
bulse,1.326333618
bumbo,1.005870498
bumfs,1.068413942
bumph,1.079821957
bumps,1.102166003
bumpy,1.07578376
bunas,1.2509344
bunce,1.282973976
bunch,1.164018592
bunco,1.20533012
bunde,1.260024128
bundh,1.149053797
bunds,1.168855049
bundt,1.209095083
bundu,1.021715625
bundy,1.143861019
bungs,1.150972995
bungy,1.126954492
bunia,1.243167745
bunje,1.149110469
bunjy,1.032063454
bunko,1.138667825
bunks,1.126829935
bunns,1.082046369
bunny,1.05518002
bunts,1.226785645
bunty,1.196848597
bunya,1.186861528
buoys,1.187477207
buppy,0.987096173
buran,1.296491999
buras,1.287767318
burbs,1.092131443
burds,1.207377258
buret,1.357626184
burfi,1.160563176
burgh,1.171690837
burgs,1.19181619
burin,1.271110861
burka,1.195084565
burke,1.252442645
burks,1.166307044
burls,1.259411133
burly,1.229965308
burns,1.250380579
burnt,1.290975663
buroo,1.150252725
burps,1.200486956
burqa,1.120480953
burro,1.155829662
burrs,1.140208355
burry,1.112510196
bursa,1.290889428
burse,1.348259858
burst,1.301675549
busby,1.024011902
bused,1.253676236
buses,1.149773758
bushy,1.134497665
busks,0.995843419
busky,1.096393821
bussu,0.939508194
busti,1.220844102
busts,1.094169434
busty,1.195005015
butch,1.175635542
buteo,1.304137502
butes,1.29537006
butle,1.330496661
butoh,1.218196299
butte,1.196706408
butts,1.109029944
butty,1.079371894
butut,0.983808363
butyl,1.199878389
buxom,1.031079193
buyer,1.271290818
buzzy,0.872181252
bwana,1.090043332
bwazi,1.04193807
byded,1.077616242
bydes,1.20969373
byked,1.130301641
bykes,1.159106922
bylaw,1.155459316
byres,1.28542075
byrls,1.227085094
byssi,1.056534451
bytes,1.26172466
byway,0.995775248
caaed,1.277061485
cabal,1.188684608
cabas,1.162952109
cabby,1.084507334
caber,1.373448079
cabin,1.289782903
cable,1.378054549
cabob,1.131310454
caboc,1.142314363
cabre,1.395174866
cacao,1.091847124
cacas,1.084451999
cache,1.227228243
cacks,1.102207479
cacky,1.071408714
cacti,1.199128863
caddy,1.12007274
cadee,1.304575142
cades,1.356827985
cadet,1.39848468
cadge,1.323858564
cadgy,1.209365363
cadie,1.390002744
cadis,1.302282531
cadre,1.419701385
caeca,1.135213133
caese,1.347652273
cafes,1.314103357
caffs,1.093026105
caged,1.317305435
cager,1.378693706
cages,1.340272654
cagey,1.308201741
cagot,1.325783878
cahow,1.20754975
caids,1.311596415
cains,1.355405005
caird,1.367433559
cairn,1.398382571
cajon,1.203860792
cajun,1.167443232
caked,1.279704602
cakes,1.304218041
cakey,1.271033224
calfs,1.259556998
calid,1.329172379
calif,1.281228852
calix,1.220534513
calks,1.259805171
calla,1.115347379
calls,1.228608014
calms,1.28961599
calmy,1.261443943
calos,1.353998008
calpa,1.186200286
calps,1.298247892
calve,1.331414161
calyx,1.157051201
caman,1.184297375
camas,1.173540571
camel,1.371225924
cameo,1.345347845
cames,1.34297452
camis,1.288114725
camos,1.288002128
campi,1.220522562
campo,1.235338652
camps,1.228783993
campy,1.202435935
camus,1.248085341
canal,1.251989267
candy,1.26265924
caned,1.37480712
caneh,1.371537864
caner,1.432386755
canes,1.398737144
cangs,1.273120312
canid,1.317652749
canna,1.093605269
canns,1.206710227
canny,1.17731911
canoe,1.424840323
canon,1.221093026
canso,1.349403425
canst,1.380163598
canto,1.355351683
cants,1.348475532
canty,1.316939778
capas,1.184685278
caped,1.328114442
caper,1.392131784
capes,1.3529559
capex,1.220894453
caphs,1.236672027
capiz,1.161844621
caple,1.396735433
capon,1.307782532
capos,1.298168721
capot,1.338152845
capri,1.316041035
capul,1.287175122
caput,1.298131162
carap,1.23145856
carat,1.307815392
carbo,1.310361783
carbs,1.301294177
carby,1.273118709
cardi,1.322016216
cards,1.328734442
cardy,1.299876954
cared,1.409496834
carer,1.326540457
cares,1.432915119
caret,1.471741468
carex,1.300816989
cargo,1.323529008
carks,1.287343267
carle,1.470167508
carls,1.380903281
carns,1.376302604
carny,1.346728122
carob,1.321457242
carol,1.402757737
carom,1.334925839
caron,1.390706902
carpi,1.316369159
carps,1.326271377
carrs,1.263083734
carry,1.232506055
carse,1.469467756
carta,1.277083811
carte,1.474749718
carts,1.388611321
carve,1.356519497
carvy,1.242400811
casas,1.097310361
casco,1.200904442
cased,1.369395815
cases,1.267350548
casks,1.116551357
casky,1.215303123
caste,1.434904336
casts,1.216822671
casus,1.170829262
catch,1.175225694
cater,1.44857861
cates,1.410178567
catty,1.199608718
cauda,1.163055346
cauks,1.226708943
cauld,1.3067593
caulk,1.257547893
cauls,1.330540083
caums,1.257177912
caups,1.265986782
cauri,1.332985223
causa,1.212716992
cause,1.406209494
cavas,1.130751162
caved,1.270880757
cavel,1.321557689
caver,1.333278789
caves,1.295859305
cavie,1.324416666
cavil,1.268463044
cawed,1.284838703
cawks,1.160259252
caxon,1.210328165
cease,1.351900366
ceaze,1.200471083
cebid,1.255597144
cecal,1.260047271
cecum,1.116369082
cedar,1.392781537
ceded,1.10620258
ceder,1.272215758
cedes,1.231700664
cedis,1.304943757
ceiba,1.317261746
ceili,1.238955101
ceils,1.378896624
celeb,1.22451814
cella,1.265487469
celli,1.227487371
cello,1.239877781
cells,1.23161687
celom,1.308213929
celts,1.362314717
cense,1.298888917
cento,1.359392278
cents,1.350519628
centu,1.318741226
ceorl,1.416388056
cepes,1.227259104
cerci,1.230615015
cered,1.286274496
ceres,1.30966399
cerge,1.269004116
ceria,1.411105928
ceric,1.242022478
cerne,1.33039253
ceroc,1.248232595
ceros,1.383124899
certs,1.388557615
certy,1.350347773
cesse,1.168628081
cesta,1.38588881
cesti,1.34505548
cetes,1.284237146
cetyl,1.313572756
cezve,1.040263382
chace,1.238706234
chack,1.071864822
chaco,1.160614516
chado,1.263467676
chads,1.248541398
chafe,1.298146831
chaff,1.06493054
chaft,1.250261605
chain,1.315240019
chair,1.357548179
chais,1.301703788
chalk,1.236201608
chals,1.308128014
champ,1.198337847
chams,1.236180868
chana,1.18887264
chang,1.239373138
chank,1.219872453
chant,1.336087835
chaos,1.301028888
chape,1.334673687
chaps,1.243935968
chapt,1.286418174
chara,1.218815391
chard,1.305652841
chare,1.414618969
chark,1.254423823
charm,1.282791945
charr,1.236580743
chars,1.323256651
chart,1.36888306
chary,1.302486008
chase,1.383632618
chasm,1.252975408
chats,1.305122669
chave,1.277135439
chavs,1.192455652
chawk,1.127654511
chaws,1.201047042
chaya,1.134557395
chays,1.242885325
cheap,1.291496889
cheat,1.3654325
check,1.060742377
cheek,1.151341451
cheep,1.192006746
cheer,1.267136498
chefs,1.199576354
cheka,1.23450688
chela,1.340815525
chelp,1.268780246
chemo,1.242740254
chems,1.229546097
chere,1.279653494
chert,1.359739098
chess,1.160486201
chest,1.326245917
cheth,1.163292955
chevy,1.156497871
chews,1.194176145
chewy,1.167777597
chiao,1.298163843
chias,1.297342522
chibs,1.185899711
chica,1.145782615
chich,0.978248077
chick,1.03584313
chico,1.126176248
chics,1.11524958
chide,1.304342877
chief,1.256793589
chiel,1.358362149
chiks,1.169816625
child,1.253385914
chile,1.366019582
chili,1.136746975
chill,1.171835503
chimb,1.138605041
chime,1.290425436
chimo,1.212083496
chimp,1.163314103
china,1.290366011
chine,1.345785634
ching,1.199564446
chink,1.181583714
chino,1.26988658
chins,1.258032524
chips,1.209447809
chirk,1.218491263
chirl,1.313681928
chirm,1.247860773
chiro,1.303644402
chirp,1.258901983
chirr,1.20239608
chirt,1.332616047
chiru,1.261749801
chits,1.271878689
chive,1.241947566
chivs,1.156485451
chivy,1.134306765
chizz,0.959908864
chock,1.039770356
choco,1.006400447
chocs,1.117994478
chode,1.303647286
chogs,1.200923797
choil,1.303614498
choir,1.328458826
choke,1.254869357
choko,1.060279962
choky,1.147770977
chola,1.308969557
choli,1.272166823
cholo,1.164601198
chomp,1.165609217
chons,1.264377953
choof,1.073539582
chook,1.070627455
choom,1.100129073
choon,1.158134759
chops,1.209809285
chord,1.275565008
chore,1.379664189
chose,1.348326013
chota,1.307610453
chott,1.18070581
chout,1.275974824
choux,1.105713853
chowk,1.094965638
chows,1.166942373
chubs,1.146768671
chuck,0.999951497
chufa,1.168288349
chuff,0.990928675
chugs,1.160469127
chump,1.124511067
chums,1.162397894
chunk,1.145253016
churl,1.277392702
churn,1.266581589
churr,1.165090642
chuse,1.313544557
chute,1.320011859
chuts,1.232235391
chyle,1.28817312
chyme,1.217718439
chynd,1.171455045
cibol,1.272163166
cided,1.194632546
cider,1.360940845
cides,1.322326409
ciels,1.367137496
cigar,1.329729023
ciggy,1.058387436
cilia,1.202827655
cills,1.191176971
cimar,1.333380239
cimex,1.174232741
cinch,1.120822585
cinct,1.188457314
cines,1.360474571
cinqs,1.14102786
cions,1.321230859
cippi,0.956723202
circa,1.221628836
circs,1.192165574
cires,1.398827948
cirls,1.342782433
cirri,1.083881493
cisco,1.162063617
cissy,1.144235812
cists,1.177386963
cital,1.366194025
cited,1.349267052
citer,1.412083207
cites,1.375412093
cives,1.258878289
civet,1.297308793
civic,0.919680183
civie,1.149200374
civil,1.093748961
civvy,1.007257582
clach,1.1808068
clack,1.136492422
clade,1.400912355
clads,1.308649307
claes,1.421338402
clags,1.294143174
claim,1.315068014
clame,1.386184685
clamp,1.256054136
clams,1.295770608
clang,1.295548288
clank,1.276798721
clans,1.352887036
claps,1.305055193
clapt,1.344889592
claro,1.390424887
clart,1.418829219
clary,1.354539565
clash,1.32916155
clasp,1.324647411
class,1.229458542
clast,1.399266926
clats,1.367958692
claut,1.363281339
clave,1.338615327
clavi,1.243822566
claws,1.261911424
clays,1.302148734
clean,1.393574988
clear,1.43066711
cleat,1.420338265
cleck,1.126185448
cleek,1.211090706
cleep,1.252516604
clefs,1.260606054
cleft,1.297394479
clegs,1.288630667
cleik,1.284489108
clems,1.29107284
clepe,1.259850514
clept,1.334774028
clerk,1.296714576
cleve,1.201565092
clews,1.257584462
click,1.10043007
clied,1.364391441
clies,1.391110618
cliff,1.086015204
clift,1.270740996
climb,1.197311736
clime,1.350734082
cline,1.401560139
cling,1.254417047
clink,1.237294516
clint,1.350348011
clipe,1.362079245
clips,1.271414969
clipt,1.309973364
clits,1.336085574
cloak,1.282033499
cloam,1.310420876
clock,1.101296215
clods,1.274396432
cloff,1.088243731
clogs,1.258880365
cloke,1.31381057
clomb,1.19873477
clomp,1.221784235
clone,1.40137947
clonk,1.242343372
clons,1.319375688
cloop,1.16555237
cloot,1.243344659
clops,1.269897458
close,1.409340642
clote,1.416841188
cloth,1.303438824
clots,1.334279591
cloud,1.272226701
clour,1.342014896
clous,1.292206127
clout,1.332817627
clove,1.298298323
clown,1.234351564
clows,1.226264728
cloye,1.343880867
cloys,1.269147663
cloze,1.258860452
clubs,1.206426109
cluck,1.061956814
clued,1.325020381
clues,1.349588333
cluey,1.316698863
clump,1.181532989
clung,1.216671777
clunk,1.199500589
clype,1.285433157
cnida,1.281806417
coach,1.184944032
coact,1.257933817
coady,1.287154348
coala,1.262277813
coals,1.372395177
coaly,1.345951117
coapt,1.349705805
coarb,1.330851925
coast,1.401755239
coate,1.453398893
coati,1.356864639
coats,1.372098086
cobbs,1.079510902
cobby,1.054510243
cobia,1.266442054
coble,1.343017947
cobra,1.305025366
cobza,1.12008341
cocas,1.195733468
cocci,0.995541513
cocco,0.891995829
cocks,1.070724092
cocky,1.040897535
cocoa,1.068375143
cocos,1.041559172
codas,1.300943236
codec,1.193718226
coded,1.201045963
coden,1.33932523
coder,1.365275039
codes,1.326389833
codex,1.196583486
codon,1.157953366
coeds,1.307574983
coffs,1.062030216
cogie,1.339563355
cogon,1.137716809
cogue,1.302605628
cohab,1.221745243
cohen,1.324575011
cohoe,1.216994232
cohog,1.082650218
cohos,1.131358148
coifs,1.237905763
coign,1.274498664
coils,1.342312675
coins,1.323590136
coirs,1.358083154
coits,1.342491326
coked,1.248893238
cokes,1.273344807
colas,1.351358647
colby,1.21688499
colds,1.270983777
coled,1.357575066
coles,1.381478594
coley,1.345968342
colic,1.184626835
colin,1.334296436
colls,1.198744156
colly,1.16770447
colog,1.145122729
colon,1.204430459
color,1.24206143
colts,1.330740822
colza,1.197924225
comae,1.364114663
comal,1.30932683
comas,1.285280557
combe,1.262817034
combi,1.167413897
combo,1.061230077
combs,1.172047552
comby,1.148669541
comer,1.348257483
comes,1.311506076
comet,1.350876195
comfy,1.136562659
comic,1.114357332
comix,1.124183156
comma,1.123939017
commo,0.984363528
comms,1.097783982
commy,1.071925111
compo,1.082717317
comps,1.196943487
compt,1.235789176
comte,1.3484241
comus,1.221431592
conch,1.134830339
condo,1.149749566
coned,1.34604398
cones,1.369452211
coney,1.332888798
confs,1.219190835
conga,1.272515498
conge,1.326356576
congo,1.129753379
conia,1.331452855
conic,1.172549904
conin,1.192888531
conks,1.215741902
conky,1.185469561
conne,1.258537332
conns,1.17583717
conte,1.403024024
conto,1.206248263
conus,1.278437725
convo,1.090451155
cooch,1.023147299
cooed,1.231772124
cooee,1.198885485
cooer,1.290740027
cooey,1.221888007
coofs,1.10522102
cooks,1.104558926
cooky,1.074292984
cools,1.208936464
cooly,1.181855737
coomb,1.071217438
cooms,1.134286811
coomy,1.108970974
coons,1.195372694
coops,1.142404088
coopt,1.183724172
coost,1.238465297
coots,1.208537521
cooze,1.12712868
copal,1.319973355
copay,1.270149535
coped,1.296992347
copen,1.331489774
coper,1.359229141
copes,1.321851015
coppy,1.081003875
copra,1.324047284
copse,1.350522716
copsy,1.240230911
coqui,1.112580029
coral,1.39541408
coram,1.332190557
corbe,1.35617516
corby,1.242792353
cords,1.297772771
cored,1.378982597
corer,1.295657176
cores,1.40174205
corey,1.366562743
corgi,1.27597706
coria,1.368185902
corks,1.255286476
corky,1.224223132
corms,1.285168594
corni,1.337960753
corno,1.233212523
corns,1.344109663
cornu,1.313031759
corny,1.31668674
corps,1.294513974
corse,1.431637006
corso,1.237478453
cosec,1.232725747
cosed,1.340730965
coses,1.238662948
coset,1.405965936
cosey,1.332025607
cosie,1.395212321
costa,1.347311426
coste,1.400442096
costs,1.188363263
cotan,1.365616236
coted,1.35531401
cotes,1.378494059
coths,1.260642152
cotta,1.231463202
cotts,1.200630203
couch,1.116241547
coude,1.324838808
cough,1.202135754
could,1.280722795
count,1.326289876
coupe,1.319870041
coups,1.237547332
courb,1.260826433
courd,1.300859005
coure,1.403884225
cours,1.320006392
court,1.363820952
couta,1.323698052
couth,1.269593347
coved,1.240000187
coven,1.274490545
cover,1.301297586
coves,1.264494626
covet,1.302868881
covey,1.230219665
covin,1.222855032
cowal,1.274214967
cowan,1.260138708
cowed,1.25377914
cower,1.315422779
cowks,1.127530152
cowls,1.230437553
cowps,1.164802356
cowry,1.222790058
coxae,1.277145351
coxal,1.22117613
coxed,1.200309991
coxes,1.224334525
coxib,1.10607975
coyau,1.257991964
coyed,1.290714254
coyer,1.354515917
coyly,1.134435218
coypu,1.180260673
cozed,1.198742912
cozen,1.233101546
cozes,1.222766736
cozey,1.189287132
cozie,1.252865536
craal,1.289631275
crabs,1.305994345
crack,1.162700701
craft,1.338580367
crags,1.318676107
craic,1.246719814
craig,1.338411073
crake,1.376426456
crame,1.410457372
cramp,1.283451401
crams,1.321302045
crane,1.465120694
crank,1.303361809
crans,1.378138093
crape,1.419697048
craps,1.330480717
crapy,1.308425868
crare,1.351214866
crash,1.350921565
crass,1.251895302
crate,1.481889008
crave,1.362271891
crawl,1.307825889
craws,1.287317934
crays,1.32629457
craze,1.322237869
crazy,1.209829733
creak,1.336664589
cream,1.36727053
credo,1.343051742
creds,1.327488252
creed,1.28350429
creek,1.232931075
creel,1.328105874
creep,1.273383322
crees,1.308477986
creme,1.270148834
crems,1.315215991
crena,1.409685532
crepe,1.280804469
creps,1.324164729
crept,1.362517044
crepy,1.295173133
cress,1.24564802
crest,1.415137989
crewe,1.236727838
crews,1.280599681
crias,1.38199203
cribs,1.269845049
crick,1.126118844
cried,1.385162251
crier,1.304665969
cries,1.409549679
crime,1.373699558
crimp,1.247454375
crims,1.285010732
crine,1.424708931
crios,1.356727332
cripe,1.384074982
crips,1.29457648
crise,1.434299521
crisp,1.31160647
crith,1.328606329
crits,1.360968965
croak,1.311980804
croci,1.19854119
crock,1.128081662
crocs,1.203214126
croft,1.303499117
crogs,1.283599022
cromb,1.22638857
crome,1.369982962
crone,1.424284598
cronk,1.268931572
crons,1.3425323
crony,1.322626603
crook,1.155101441
crool,1.250060755
croon,1.238547081
crops,1.296087933
crore,1.313398453
cross,1.216020607
crost,1.38929052
croup,1.286596428
crout,1.36186532
crowd,1.232062679
crown,1.261553426
crows,1.250984558
croze,1.282586112
cruck,1.089776951
crude,1.348424712
crudo,1.280967642
cruds,1.260712941
crudy,1.237881559
cruel,1.389834812
crues,1.37091618
cruet,1.411697799
cruft,1.26275002
crumb,1.185377465
crump,1.209551407
crunk,1.228218365
cruor,1.229385363
crura,1.22665666
cruse,1.39556637
crush,1.281808904
crust,1.352735413
crusy,1.287491547
cruve,1.286977557
crwth,1.216545737
cryer,1.23030575
crypt,1.266210365
ctene,1.291473708
cubby,1.009003955
cubeb,1.117520289
cubed,1.241876541
cuber,1.304066377
cubes,1.264075447
cubic,1.064969646
cubit,1.247450645
cuddy,1.045985748
cuffo,1.032115532
cuffs,1.018025707
cuifs,1.198090655
cuing,1.219861052
cuish,1.266351087
cuits,1.301132451
cukes,1.237344847
culch,1.103149417
culet,1.379493333
culex,1.208554214
culls,1.156008586
cully,1.124791634
culms,1.2156724
culpa,1.253434062
culti,1.279750232
cults,1.286537863
culty,1.254696369
cumec,1.134636919
cumin,1.223583737
cundy,1.188236789
cunei,1.320255368
cunit,1.309993388
cunts,1.272970823
cupel,1.313932362
cupid,1.202835519
cuppa,1.093591105
cuppy,1.036837242
curat,1.377796049
curbs,1.223820979
curch,1.128566558
curds,1.252117577
curdy,1.224789412
cured,1.340726583
curer,1.257388844
cures,1.363927925
curet,1.403042092
curfs,1.210617911
curia,1.327193951
